ID,Cohort,Collar,Age,Sex,Time,TotalDays,Days,Titre,LogTitre
46,3,A135,A,M,1/1/2010,40179,184,45.25,5.499845887
46,3,A135,A,M,3/1/2010,40238,243,90.51,6.500005292
46,3,A135,A,M,5/1/2010,40299,304,45.25,5.499845887
46,3,A135,A,M,7/1/2010,40360,365,128,7
46,3,A135,A,M,9/1/2010,40422,427,64,6
46,3,A135,A,M,11/1/2010,40483,488,45.25,5.499845887
46,3,A135,A,M,7/1/2011,40725,730,32,5
47,3,A136,A,M,7/1/2009,39995,0,NA,NA
47,3,A136,A,M,11/1/2009,40118,123,NA,NA
47,3,A136,A,M,1/1/2010,40179,184,11.31,3.499527024
47,3,A136,A,M,3/1/2010,40238,243,11.31,3.499527024
47,3,A136,A,M,5/1/2010,40299,304,22.63,4.500164679
47,3,A136,A,M,7/1/2010,40360,365,NA,NA
47,3,A136,A,M,9/1/2010,40422,427,11.31,3.499527024
47,3,A136,A,M,11/1/2010,40483,488,11.31,3.499527024
47,3,A136,A,M,7/1/2011,40725,730,NA,NA
48,3,A138,A,F,7/1/2009,39995,0,NA,NA
48,3,A138,A,F,11/1/2009,40118,123,NA,NA
48,3,A138,A,F,1/1/2010,40179,184,256,8
48,3,A138,A,F,3/1/2010,40238,243,NA,NA
48,3,A138,A,F,5/1/2010,40299,304,NA,NA
48,3,A138,A,F,7/1/2010,40360,365,NA,NA
48,3,A138,A,F,9/1/2010,40422,427,NA,NA
48,3,A138,A,F,11/1/2010,40483,488,NA,NA
48,3,A138,A,F,7/1/2011,40725,730,NA,NA
49,3,A139,A,F,7/1/2009,39995,0,NA,NA
49,3,A139,A,F,11/1/2009,40118,123,NA,NA
49,3,A139,A,F,1/1/2010,40179,184,11.31,3.499527024
49,3,A139,A,F,3/1/2010,40238,243,NA,NA
49,3,A139,A,F,5/1/2010,40299,304,NA,NA
49,3,A139,A,F,7/1/2010,40360,365,NA,NA
49,3,A139,A,F,9/1/2010,40422,427,NA,NA
49,3,A139,A,F,11/1/2010,40483,488,NA,NA
49,3,A139,A,F,7/1/2011,40725,730,NA,NA
50,3,A140,A,F,7/1/2009,39995,0,NA,NA
50,3,A140,A,F,11/1/2009,40118,123,NA,NA
50,3,A140,A,F,1/1/2010,40179,184,16,4
50,3,A140,A,F,3/1/2010,40238,243,NA,NA
50,3,A140,A,F,5/1/2010,40299,304,NA,NA
50,3,A140,A,F,7/1/2010,40360,365,NA,NA
50,3,A140,A,F,9/1/2010,40422,427,NA,NA
50,3,A140,A,F,11/1/2010,40483,488,NA,NA
50,3,A140,A,F,7/1/2011,40725,730,NA,NA
51,3,A141,A,F,7/1/2009,39995,0,NA,NA
51,3,A141,A,F,11/1/2009,40118,123,NA,NA
51,3,A141,A,F,1/1/2010,40179,184,181.02,7.500005292
51,3,A141,A,F,3/1/2010,40238,243,128,7
51,3,A141,A,F,5/1/2010,40299,304,64,6
51,3,A141,A,F,7/1/2010,40360,365,NA,NA
51,3,A141,A,F,9/1/2010,40422,427,64,6
51,3,A141,A,F,11/1/2010,40483,488,16,4
51,3,A141,A,F,7/1/2011,40725,730,22.63,4.500164679
52,3,A142,A,F,7/1/2009,39995,0,NA,NA
52,3,A142,A,F,11/1/2009,40118,123,NA,NA
52,3,A142,A,F,1/1/2010,40179,184,90.51,6.500005292
52,3,A142,A,F,3/1/2010,40238,243,45.25,5.499845887
52,3,A142,A,F,5/1/2010,40299,304,32,5
52,3,A142,A,F,7/1/2010,40360,365,45.25,5.499845887
52,3,A142,A,F,9/1/2010,40422,427,16,4
52,3,A142,A,F,11/1/2010,40483,488,11.31,3.499527024
52,3,A142,A,F,7/1/2011,40725,730,NA,NA
53,3,A143,A,F,7/1/2009,39995,0,NA,NA
53,3,A143,A,F,11/1/2009,40118,123,NA,NA
53,3,A143,A,F,1/1/2010,40179,184,11.31,3.499527024
53,3,A143,A,F,3/1/2010,40238,243,11.31,3.499527024
53,3,A143,A,F,5/1/2010,40299,304,16,4
53,3,A143,A,F,7/1/2010,40360,365,11.31,3.499527024
53,3,A143,A,F,9/1/2010,40422,427,11.31,3.499527024
53,3,A143,A,F,11/1/2010,40483,488,11.31,3.499527024
53,3,A143,A,F,7/1/2011,40725,730,NA,NA
54,3,A144,SI,F,7/1/2009,39995,0,NA,NA
54,3,A144,SI,F,11/1/2009,40118,123,NA,NA
54,3,A144,SI,F,1/1/2010,40179,184,11.31,3.499527024
54,3,A144,SI,F,3/1/2010,40238,243,11.31,3.499527024
54,3,A144,SI,F,5/1/2010,40299,304,11.31,3.499527024
54,3,A144,SI,F,7/1/2010,40360,365,11.31,3.499527024
54,3,A144,SI,F,9/1/2010,40422,427,11.31,3.499527024
54,3,A144,SI,F,11/1/2010,40483,488,11.31,3.499527024
54,3,A144,SI,F,7/1/2011,40725,730,11.31,3.499527024
55,3,A145,A,F,7/1/2009,39995,0,NA,NA
55,3,A145,A,F,11/1/2009,40118,123,NA,NA
55,3,A145,A,F,1/1/2010,40179,184,45.25,5.499845887
55,3,A145,A,F,3/1/2010,40238,243,NA,NA
55,3,A145,A,F,5/1/2010,40299,304,256,8
55,3,A145,A,F,7/1/2010,40360,365,NA,NA
55,3,A145,A,F,9/1/2010,40422,427,NA,NA
55,3,A145,A,F,11/1/2011,40848,853,NA,NA
55,3,A145,A,F,7/1/2011,40725,730,11.31,3.499527024
56,3,A146,A,F,7/1/2009,39995,0,NA,NA
56,3,A146,A,F,11/1/2009,40118,123,NA,NA
56,3,A146,A,F,1/1/2010,40179,184,362.04,8.500005292
56,3,A146,A,F,3/1/2010,40238,243,256,8
56,3,A146,A,F,5/1/2010,40299,304,NA,NA
56,3,A146,A,F,7/1/2010,40360,365,362.04,8.500005292
56,3,A146,A,F,9/1/2010,40422,427,724.08,9.500005292
56,3,A146,A,F,11/1/2010,40483,488,64,6
56,3,A146,A,F,7/1/2011,40725,730,180.02,7.492013387
57,3,A147,A,F,7/1/2009,39995,0,NA,NA
57,3,A147,A,F,11/1/2009,40118,123,NA,NA
57,3,A147,A,F,1/1/2010,40179,184,11.31,3.499527024
57,3,A147,A,F,3/1/2010,40238,243,11.31,3.499527024
57,3,A147,A,F,5/1/2010,40299,304,11.31,3.499527024
57,3,A147,A,F,7/1/2010,40360,365,11.31,3.499527024
57,3,A147,A,F,9/1/2010,40422,427,11.31,3.499527024
57,3,A147,A,F,11/1/2010,40483,488,11.31,3.499527024
57,3,A147,A,F,7/1/2011,40725,730,11.31,3.499527024
58,3,A148,SI,F,7/1/2009,39995,0,NA,NA
58,3,A148,SI,F,11/1/2009,40118,123,NA,NA
58,3,A148,SI,F,1/1/2010,40179,184,11.31,3.499527024
58,3,A148,SI,F,3/1/2010,40238,243,11.31,3.499527024
58,3,A148,SI,F,5/1/2010,40299,304,11.31,3.499527024
58,3,A148,SI,F,7/1/2010,40360,365,11.31,3.499527024
58,3,A148,SI,F,9/1/2010,40422,427,11.31,3.499527024
58,3,A148,SI,F,11/1/2010,40483,488,NA,NA
58,3,A148,SI,F,7/1/2011,40725,730,11.31,3.499527024
59,3,A149,A,F,7/1/2009,39995,0,NA,NA
59,3,A149,A,F,11/1/2009,40118,123,NA,NA
59,3,A149,A,F,1/1/2010,40179,184,11.31,3.499527024
59,3,A149,A,F,3/1/2010,40238,243,11.31,3.499527024
59,3,A149,A,F,5/1/2010,40299,304,11.31,3.499527024
59,3,A149,A,F,7/1/2010,40360,365,11.31,3.499527024
59,3,A149,A,F,9/1/2010,40422,427,11.31,3.499527024
59,3,A149,A,F,11/1/2010,40483,488,11.31,3.499527024
59,3,A149,A,F,7/1/2011,40725,730,11.31,3.499527024
60,3,A150,A,F,7/1/2009,39995,0,NA,NA
60,3,A150,A,F,11/1/2009,40118,123,NA,NA
60,3,A150,A,F,1/1/2010,40179,184,362.04,8.500005292
60,3,A150,A,F,3/1/2010,40238,243,181.02,7.500005292
60,3,A150,A,F,5/1/2010,40299,304,64,6
60,3,A150,A,F,7/1/2010,40360,365,181.02,7.500005292
60,3,A150,A,F,9/1/2010,40422,427,256,8
60,3,A150,A,F,11/1/2010,40483,488,64,6
60,3,A150,A,F,7/1/2011,40725,730,NA,NA
61,3,A151,A,F,7/1/2009,39995,0,NA,NA
61,3,A151,A,F,11/1/2009,40118,123,NA,NA
61,3,A151,A,F,1/1/2010,40179,184,45.25,5.499845887
61,3,A151,A,F,3/1/2010,40238,243,22.63,4.500164679
61,3,A151,A,F,5/1/2010,40299,304,45.25,5.499845887
61,3,A151,A,F,7/1/2010,40360,365,32,5
61,3,A151,A,F,9/1/2010,40422,427,45.25,5.499845887
61,3,A151,A,F,11/1/2010,40483,488,16,4
61,3,A151,A,F,7/1/2011,40725,730,45.25,5.499845887
62,3,A152,JUV,F,7/1/2009,39995,0,NA,NA
62,3,A152,JUV,F,11/1/2009,40118,123,NA,NA
62,3,A152,JUV,F,1/1/2010,40179,184,11.31,3.499527024
62,3,A152,JUV,F,3/1/2010,40238,243,11.31,3.499527024
62,3,A152,JUV,F,5/1/2010,40299,304,11.31,3.499527024
62,3,A152,JUV,F,7/1/2010,40360,365,NA,NA
62,3,A152,JUV,F,9/1/2010,40422,427,11.31,3.499527024
62,3,A152,JUV,F,11/1/2010,40483,488,11.31,3.499527024
62,3,A152,JUV,F,7/1/2011,40725,730,11.31,3.499527024
63,3,A153,A,F,7/1/2009,39995,0,NA,NA
63,3,A153,A,F,11/1/2009,40118,123,NA,NA
63,3,A153,A,F,1/1/2010,40179,184,11.31,3.499527024
63,3,A153,A,F,3/1/2010,40238,243,11.31,3.499527024
63,3,A153,A,F,5/1/2010,40299,304,11.31,3.499527024
63,3,A153,A,F,7/1/2010,40360,365,11.31,3.499527024
63,3,A153,A,F,9/1/2010,40422,427,11.31,3.499527024
63,3,A153,A,F,11/1/2010,40483,488,11.31,3.499527024
63,3,A153,A,F,7/1/2011,40725,730,11.31,3.499527024
64,3,A154/A188,A,F,7/1/2009,39995,0,NA,NA
64,3,A154/A188,A,F,11/1/2009,40118,123,NA,NA
64,3,A154/A188,A,F,1/1/2010,40179,184,16,4
64,3,A154/A188,A,F,3/1/2010,40238,243,11.31,3.499527024
64,3,A154/A188,A,F,5/1/2010,40299,304,11.31,3.499527024
64,3,A154/A188,A,F,7/1/2010,40360,365,11.31,3.499527024
64,3,A154/A188,A,F,9/1/2010,40422,427,11.31,3.499527024
64,3,A154/A188,A,F,11/1/2010,40483,488,11.31,3.499527024
64,3,A154/A188,A,F,7/1/2011,40725,730,NA,NA
65,3,A155,A,F,7/1/2009,39995,0,NA,NA
65,3,A155,A,F,11/1/2009,40118,123,NA,NA
65,3,A155,A,F,1/1/2010,40179,184,NA,NA
65,3,A155,A,F,3/1/2010,40238,243,256,8
65,3,A155,A,F,5/1/2010,40299,304,90.51,6.500005292
65,3,A155,A,F,7/1/2010,40360,365,90.51,6.500005292
65,3,A155,A,F,9/1/2010,40422,427,64,6
65,3,A155,A,F,11/1/2010,40483,488,90.51,6.500005292
65,3,A155,A,F,7/1/2011,40725,730,128,7
66,3,A156,A,F,7/1/2009,39995,0,NA,NA
66,3,A156,A,F,11/1/2009,40118,123,NA,NA
66,3,A156,A,F,1/1/2010,40179,184,256,8
66,3,A156,A,F,3/1/2010,40238,243,32,5
66,3,A156,A,F,5/1/2010,40299,304,45.25,5.499845887
66,3,A156,A,F,7/1/2010,40360,365,22.63,4.500164679
66,3,A156,A,F,9/1/2010,40422,427,22.63,4.500164679
66,3,A156,A,F,11/1/2010,40483,488,NA,NA
66,3,A156,A,F,7/1/2011,40725,730,NA,NA
67,3,A157,A,F,7/1/2009,39995,0,NA,NA
67,3,A157,A,F,11/1/2009,40118,123,NA,NA
67,3,A157,A,F,1/1/2010,40179,184,64,6
67,3,A157,A,F,3/1/2010,40238,243,90.51,6.500005292
67,3,A157,A,F,5/1/2010,40299,304,64,6
67,3,A157,A,F,7/1/2010,40360,365,32,5
67,3,A157,A,F,9/1/2010,40422,427,45.25,5.499845887
67,3,A157,A,F,11/1/2010,40483,488,45.25,5.499845887
67,3,A157,A,F,7/1/2011,40725,730,64,6
68,3,A158,A,F,7/1/2009,39995,0,NA,NA
68,3,A158,A,F,11/1/2009,40118,123,NA,NA
68,3,A158,A,F,1/1/2010,40179,184,45.25,5.499845887
68,3,A158,A,F,3/1/2010,40238,243,64,6
68,3,A158,A,F,5/1/2010,40299,304,45.25,5.499845887
68,3,A158,A,F,7/1/2010,40360,365,90.51,6.500005292
68,3,A158,A,F,9/1/2010,40422,427,NA,NA
68,3,A158,A,F,11/1/2010,40483,488,NA,NA
68,3,A158,A,F,7/1/2012,41091,730,32,5
69,3,A159,A,F,7/1/2009,39995,0,NA,NA
69,3,A159,A,F,11/1/2009,40118,123,NA,NA
69,3,A159,A,F,1/1/2010,40179,184,16,4
69,3,A159,A,F,3/1/2010,40238,243,NA,NA
69,3,A159,A,F,5/1/2010,40299,304,16,4
69,3,A159,A,F,7/1/2010,40360,365,22.63,4.500164679
69,3,A159,A,F,9/1/2010,40422,427,16,4
69,3,A159,A,F,11/1/2010,40483,488,11.31,3.499527024
69,3,A159,A,F,7/1/2011,40725,730,11.31,3.499527024
70,3,A160,A,F,7/1/2009,39995,0,NA,NA
70,3,A160,A,F,11/1/2009,40118,123,NA,NA
70,3,A160,A,F,1/1/2010,40179,184,11.31,3.499527024
70,3,A160,A,F,3/1/2010,40238,243,NA,NA
70,3,A160,A,F,5/1/2010,40299,304,22.63,4.500164679
70,3,A160,A,F,7/1/2010,40360,365,NA,NA
70,3,A160,A,F,9/1/2010,40422,427,32,5
70,3,A160,A,F,11/1/2010,40483,488,16,4
70,3,A160,A,F,7/1/2010,40360,365,32,5
71,3,A161/A098,JUV,F,7/1/2009,39995,0,NA,NA
71,3,A161/A098,JUV,F,11/1/2009,40118,123,NA,NA
71,3,A161/A098,JUV,F,1/1/2010,40179,184,11.31,3.499527024
71,3,A161/A098,JUV,F,3/1/2010,40238,243,11.31,3.499527024
71,3,A161/A098,JUV,F,5/1/2010,40299,304,11.31,3.499527024
71,3,A161/A098,JUV,F,7/1/2010,40360,365,NA,NA
71,3,A161/A098,JUV,F,9/1/2010,40422,427,11.31,3.499527024
71,3,A161/A098,JUV,F,11/1/2010,40483,488,11.31,3.499527024
71,3,A161/A098,JUV,F,7/1/2011,40725,730,11.31,3.499527024
72,3,A162,A,F,7/1/2009,39995,0,NA,NA
72,3,A162,A,F,11/1/2009,40118,123,NA,NA
72,3,A162,A,F,1/1/2010,40179,184,90.51,6.500005292
72,3,A162,A,F,3/1/2010,40238,243,45.25,5.499845887
72,3,A162,A,F,5/1/2010,40299,304,32,5
72,3,A162,A,F,7/1/2010,40360,365,NA,NA
72,3,A162,A,F,9/1/2010,40422,427,45.25,5.499845887
72,3,A162,A,F,11/1/2010,40483,488,22.63,4.500164679
72,3,A162,A,F,7/1/2011,40725,730,22.63,4.500164679
73,3,A163,A,F,7/1/2009,39995,0,NA,NA
73,3,A163,A,F,11/1/2009,40118,123,NA,NA
73,3,A163,A,F,1/1/2010,40179,184,11.31,3.499527024
73,3,A163,A,F,3/1/2010,40238,243,16,4
73,3,A163,A,F,5/1/2010,40299,304,11.31,3.499527024
73,3,A163,A,F,7/1/2010,40360,365,11.31,3.499527024
73,3,A163,A,F,9/1/2010,40422,427,11.31,3.499527024
73,3,A163,A,F,11/1/2010,40483,488,11.31,3.499527024
73,3,A163,A,F,7/1/2011,40725,730,NA,NA
74,3,A164,A,F,7/1/2009,39995,0,NA,NA
74,3,A164,A,F,11/1/2009,40118,123,NA,NA
74,3,A164,A,F,1/1/2010,40179,184,64,6
74,3,A164,A,F,3/1/2010,40238,243,64,6
74,3,A164,A,F,5/1/2010,40299,304,90.51,6.500005292
74,3,A164,A,F,7/1/2010,40360,365,32,5
74,3,A164,A,F,9/1/2010,40422,427,11.31,3.499527024
74,3,A164,A,F,11/1/2010,40483,488,32,5
74,3,A164,A,F,7/1/2011,40725,730,NA,NA
75,3,A165/A097,SI,F,7/1/2009,39995,0,NA,NA
75,3,A165/A097,SI,F,11/1/2009,40118,123,NA,NA
75,3,A165/A097,SI,F,1/1/2010,40179,184,11.31,3.499527024
75,3,A165/A097,SI,F,3/1/2010,40238,243,11.31,3.499527024
75,3,A165/A097,SI,F,5/1/2010,40299,304,11.31,3.499527024
75,3,A165/A097,SI,F,7/1/2010,40360,365,11.31,3.499527024
75,3,A165/A097,SI,F,9/1/2010,40422,427,11.31,3.499527024
75,3,A165/A097,SI,F,11/1/2010,40483,488,11.31,3.499527024
75,3,A165/A097,SI,F,7/1/2011,40725,730,11.31,3.499527024
76,3,A166/A093/A089,JUV,F,7/1/2009,39995,0,NA,NA
76,3,A166/A093/A089,JUV,F,11/1/2009,40118,123,NA,NA
76,3,A166/A093/A089,JUV,F,1/1/2010,40179,184,11.31,3.499527024
76,3,A166/A093/A089,JUV,F,3/1/2010,40238,243,11.31,3.499527024
76,3,A166/A093/A089,JUV,F,5/1/2010,40299,304,11.31,3.499527024
76,3,A166/A093/A089,JUV,F,7/1/2010,40360,365,11.31,3.499527024
76,3,A166/A093/A089,JUV,F,9/1/2010,40422,427,11.31,3.499527024
76,3,A166/A093/A089,JUV,F,11/1/2010,40483,488,NA,NA
76,3,A166/A093/A089,JUV,F,7/1/2011,40725,730,NA,NA
77,3,A167,A,F,7/1/2009,39995,0,NA,NA
77,3,A167,A,F,11/1/2009,40118,123,NA,NA
77,3,A167,A,F,1/1/2010,40179,184,45.25,5.499845887
77,3,A167,A,F,3/1/2010,40238,243,64,6
77,3,A167,A,F,5/1/2010,40299,304,90.51,6.500005292
77,3,A167,A,F,7/1/2010,40360,365,16,4
77,3,A167,A,F,9/1/2010,40422,427,NA,NA
77,3,A167,A,F,11/1/2010,40483,488,NA,NA
77,3,A167,A,F,7/1/2011,40725,730,256,8
78,3,A168/A094,A,F,7/1/2009,39995,0,NA,NA
78,3,A168/A094,A,F,11/1/2009,40118,123,NA,NA
78,3,A168/A094,A,F,1/1/2010,40179,184,16,4
78,3,A168/A094,A,F,3/1/2010,40238,243,45.25,5.499845887
78,3,A168/A094,A,F,5/1/2010,40299,304,32,5
78,3,A168/A094,A,F,7/1/2010,40360,365,22.63,4.500164679
78,3,A168/A094,A,F,9/1/2010,40422,427,11.31,3.499527024
78,3,A168/A094,A,F,11/1/2010,40483,488,NA,NA
78,3,A168/A094,A,F,7/1/2011,40725,730,11.31,3.499527024
79,4,B153,B,F,7/1/2009,39995,0,NA,NA
79,4,B153,B,F,11/1/2009,40118,123,NA,NA
79,4,B153,B,F,1/1/2010,40179,184,NA,NA
79,4,B153,B,F,3/1/2010,40238,243,NA,NA
79,4,B153,B,F,5/1/2010,40299,304,11.31,3.499527024
79,4,B153,B,F,7/1/2010,40360,365,64,6
79,4,B153,B,F,9/1/2010,40422,427,16,4
79,4,B153,B,F,11/1/2010,40483,488,NA,NA
79,4,B153,B,F,7/1/2011,40725,730,11.31,3.499527024
80,4,B106,B,F,7/1/2009,39995,0,NA,NA
80,4,B106,B,F,11/1/2009,40118,123,NA,NA
80,4,B106,B,F,1/1/2010,40179,184,NA,NA
80,4,B106,B,F,3/1/2010,40238,243,NA,NA
80,4,B106,B,F,5/1/2010,40299,304,11.31,3.499527024
80,4,B106,B,F,7/1/2010,40360,365,NA,NA
80,4,B106,B,F,9/1/2010,40422,427,NA,NA
80,4,B106,B,F,11/1/2010,40483,488,NA,NA
80,4,B106,B,F,7/1/2011,40725,730,NA,NA
81,4,B145,B,M,7/1/2009,39995,0,NA,NA
81,4,B145,B,M,11/1/2009,40118,123,NA,NA
81,4,B145,B,M,1/1/2010,40179,184,NA,NA
81,4,B145,B,M,3/1/2010,40238,243,NA,NA
81,4,B145,B,M,5/1/2010,40299,304,256,8
81,4,B145,B,M,7/1/2010,40360,365,NA,NA
81,4,B145,B,M,9/1/2010,40422,427,NA,NA
81,4,B145,B,M,11/1/2010,40483,488,NA,NA
81,4,B145,B,M,7/1/2011,40725,730,NA,NA
82,4,B147,B,F,7/1/2009,39995,0,NA,NA
82,4,B147,B,F,11/1/2009,40118,123,NA,NA
82,4,B147,B,F,1/1/2010,40179,184,NA,NA
82,4,B147,B,F,3/1/2010,40238,243,NA,NA
82,4,B147,B,F,5/1/2010,40299,304,16,4
82,4,B147,B,F,7/1/2010,40360,365,11.31,3.499527024
82,4,B147,B,F,9/1/2010,40422,427,NA,NA
82,4,B147,B,F,11/1/2010,40483,488,NA,NA
82,4,B147,B,F,7/1/2011,40725,730,NA,NA
83,4,B132,B,M,7/1/2009,39995,0,NA,NA
83,4,B132,B,M,11/1/2009,40118,123,NA,NA
83,4,B132,B,M,1/1/2010,40179,184,NA,NA
83,4,B132,B,M,3/1/2010,40238,243,NA,NA
83,4,B132,B,M,5/1/2010,40299,304,32,5
83,4,B132,B,M,7/1/2010,40360,365,22.63,4.500164679
83,4,B132,B,M,9/1/2010,40422,427,11.31,3.499527024
83,4,B132,B,M,11/1/2010,40483,488,NA,NA
83,4,B132,B,M,7/1/2011,40725,730,11.31,3.499527024
84,4,B120,B,F,7/1/2009,39995,0,NA,NA
84,4,B120,B,F,11/1/2009,40118,123,NA,NA
84,4,B120,B,F,1/1/2010,40179,184,NA,NA
84,4,B120,B,F,3/1/2010,40238,243,NA,NA
84,4,B120,B,F,5/1/2010,40299,304,256,8
84,4,B120,B,F,7/1/2010,40360,365,512,9
84,4,B120,B,F,9/1/2010,40422,427,181,7.499845887
84,4,B120,B,F,11/1/2010,40483,488,NA,NA
84,4,B120,B,F,7/1/2011,40725,730,16,4
85,4,B111,B,M,7/1/2009,39995,0,NA,NA
85,4,B111,B,M,11/1/2009,40118,123,NA,NA
85,4,B111,B,M,1/1/2010,40179,184,NA,NA
85,4,B111,B,M,3/1/2010,40238,243,NA,NA
85,4,B111,B,M,5/1/2010,40299,304,181.02,7.500005292
85,4,B111,B,M,7/1/2010,40360,365,NA,NA
85,4,B111,B,M,9/1/2010,40422,427,NA,NA
85,4,B111,B,M,11/1/2010,40483,488,NA,NA
85,4,B111,B,M,7/1/2011,40725,730,NA,NA
86,4,B188,B,F,7/1/2009,39995,0,NA,NA
86,4,B188,B,F,11/1/2009,40118,123,NA,NA
86,4,B188,B,F,1/1/2010,40179,184,NA,NA
86,4,B188,B,F,3/1/2010,40238,243,NA,NA
86,4,B188,B,F,5/1/2010,40299,304,32,5
86,4,B188,B,F,7/1/2010,40360,365,45.25,5.499845887
86,4,B188,B,F,9/1/2010,40422,427,11.31,3.499527024
86,4,B188,B,F,11/1/2010,40483,488,NA,NA
86,4,B188,B,F,7/1/2011,40725,730,11.31,3.499527024
87,4,B157,B,M,7/1/2009,39995,0,NA,NA
87,4,B157,B,M,11/1/2009,40118,123,NA,NA
87,4,B157,B,M,1/1/2010,40179,184,NA,NA
87,4,B157,B,M,3/1/2010,40238,243,NA,NA
87,4,B157,B,M,5/1/2010,40299,304,90.51,6.500005292
87,4,B157,B,M,7/1/2010,40360,365,128,7
87,4,B157,B,M,9/1/2010,40422,427,22.63,4.500164679
87,4,B157,B,M,11/1/2010,40483,488,NA,NA
87,4,B157,B,M,7/1/2011,40725,730,NA,NA
88,4,B150,B,F,7/1/2009,39995,0,NA,NA
88,4,B150,B,F,11/1/2009,40118,123,NA,NA
88,4,B150,B,F,1/1/2010,40179,184,NA,NA
88,4,B150,B,F,3/1/2010,40238,243,NA,NA
88,4,B150,B,F,5/1/2010,40299,304,512,9
88,4,B150,B,F,7/1/2010,40360,365,NA,NA
88,4,B150,B,F,9/1/2010,40422,427,90.51,6.500005292
88,4,B150,B,F,11/1/2010,40483,488,NA,NA
88,4,B150,B,F,7/1/2011,40725,730,NA,NA
89,4,BJ6,B,F,7/1/2009,39995,0,NA,NA
89,4,BJ6,B,F,11/1/2009,40118,123,NA,NA
89,4,BJ6,B,F,1/1/2010,40179,184,NA,NA
89,4,BJ6,B,F,3/1/2010,40238,243,NA,NA
89,4,BJ6,B,F,5/1/2010,40299,304,NA,NA
89,4,BJ6,B,F,7/1/2010,40360,365,11.31,3.499527024
89,4,BJ6,B,F,9/1/2010,40422,427,NA,NA
89,4,BJ6,B,F,11/1/2010,40483,488,NA,NA
89,4,BJ6,B,F,7/1/2011,40725,730,NA,NA
90,4,BJ1,B,F,7/1/2009,39995,0,NA,NA
90,4,BJ1,B,F,11/1/2009,40118,123,NA,NA
90,4,BJ1,B,F,1/1/2010,40179,184,NA,NA
90,4,BJ1,B,F,3/1/2010,40238,243,NA,NA
90,4,BJ1,B,F,5/1/2010,40299,304,NA,NA
90,4,BJ1,B,F,7/1/2010,40360,365,32,5
90,4,BJ1,B,F,9/1/2010,40422,427,16,4
90,4,BJ1,B,F,11/1/2010,40483,488,NA,NA
90,4,BJ1,B,F,7/1/2011,40725,730,NA,NA
91,4,JS4,B,F,7/1/2009,39995,0,NA,NA
91,4,JS4,B,F,11/1/2009,40118,123,NA,NA
91,4,JS4,B,F,1/1/2010,40179,184,NA,NA
91,4,JS4,B,F,3/1/2010,40238,243,NA,NA
91,4,JS4,B,F,5/1/2010,40299,304,NA,NA
91,4,JS4,B,F,7/1/2010,40360,365,NA,NA
91,4,JS4,B,F,9/1/2010,40422,427,45.25,5.499845887
91,4,JS4,B,F,11/1/2010,40483,488,NA,NA
91,4,JS4,B,F,7/1/2011,40725,730,NA,NA
